X,Y,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,PdId
-122.420326993863,37.788452157813197,166009817,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,01/09/2016,01:40,NORTHERN,NONE,1200 Block of POLK ST,16600981706372.000000000000000
-122.405848482427999,37.753088132695687,160024415,VEHICLE THEFT,STOLEN TRUCK,Saturday,01/09/2016,01:30,MISSION,NONE,2600 Block of 24TH ST,16002441507025.000000000000000
-122.408928385229018,37.798793962589492,160022544,NON-CRIMINAL,LOST PROPERTY,Saturday,01/09/2016,01:30,CENTRAL,NONE,1400 Block of STOCKTON ST,16002254471000.000000000000000
-122.402701230250997,37.730266364055097,160022453,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,01/09/2016,01:15,BAYVIEW,"ARREST, BOOKED",CARROLL AV / QUINT ST,16002245365016.000000000000000
-122.404952461326999,37.730737624358184,160022497,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,01/09/2016,01:02,BAYVIEW,NONE,2400 Block of SAN BRUNO AV,16002249764070.000000000000000
-122.388204239978975,37.74189105639929,166008869,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,01/09/2016,01:00,BAYVIEW,NONE,FAIRFAX AV / 3RD ST,16600886928150.000000000000000
-122.431240435828997,37.784028015796892,166007441,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,01/09/2016,01:00,NORTHERN,NONE,1400 Block of WEBSTER ST,16600744106244.000000000000000
-122.413162802095997,37.787080100529195,160023100,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,01/09/2016,01:00,CENTRAL,NONE,600 Block of JONES ST,16002310006244.000000000000000
-122.398463782899,37.762462661961401,166010999,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,01/09/2016,01:00,BAYVIEW,NONE,ARKANSAS ST / 18TH ST,16601099906244.000000000000000
-122.475406814471015,37.739324154348886,166007316,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,01/09/2016,01:00,TARAVAL,NONE,VICENTE ST / 39TH AV,16600731606224.000000000000000
-122.413631253258004,37.784805374621101,160022431,DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING",Saturday,01/09/2016,00:36,TENDERLOIN,NONE,400 Block of ELLIS ST,16002243119024.000000000000000
-122.400931113970003,37.787190046743696,166011624,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,01/09/2016,00:30,SOUTHERN,NONE,600 Block of MISSION ST,16601162406372.000000000000000
-122.469356888345018,37.714196099430787,160024443,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,01/09/2016,00:30,TARAVAL,NONE,700 Block of RANDOLPH ST,16002444306153.000000000000000
-122.472279908250997,37.714694467633393,160023263,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,01/09/2016,00:30,TARAVAL,NONE,0 Block of FONT BL,16002326328160.000000000000000
-122.472279908250997,37.714694467633393,166007275,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,01/09/2016,00:30,TARAVAL,NONE,0 Block of FONT BL,16600727506224.000000000000000
-122.406409965318005,37.79775884029749,160022403,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,01/09/2016,00:10,CENTRAL,"ARREST, BOOKED",200 Block of COLUMBUS AV,16002240328100.000000000000000
-122.427822418249988,37.775786670092486,160030428,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Saturday,01/09/2016,00:08,NORTHERN,NONE,LINDEN ST / BUCHANAN ST,16003042815041.000000000000000
-122.427822418249988,37.775786670092486,160030428,"SEX OFFENSES, FORCIBLE",SODOMY (ADULT VICTIM),Saturday,01/09/2016,00:08,NORTHERN,NONE,LINDEN ST / BUCHANAN ST,16003042814072.000000000000000
-122.427822418249988,37.775786670092486,160030428,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,01/09/2016,00:08,NORTHERN,NONE,LINDEN ST / BUCHANAN ST,16003042804014.000000000000000
-122.418809581375001,37.781235256990001,160090030,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,01/09/2016,00:05,NORTHERN,NONE,GOLDEN GATE AV / POLK ST,16009003009320.000000000000000
-122.418809581375001,37.781235256990001,160022419,ROBBERY,"ROBBERY, ARMED WITH A GUN",Saturday,01/09/2016,00:05,NORTHERN,NONE,GOLDEN GATE AV / POLK ST,16002241903071.000000000000000
-122.418809581375001,37.781235256990001,160022419,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,01/09/2016,00:05,NORTHERN,NONE,GOLDEN GATE AV / POLK ST,16002241909320.000000000000000
-122.418809581375001,37.781235256990001,160090030,ROBBERY,"ROBBERY, ARMED WITH A GUN",Saturday,01/09/2016,00:05,NORTHERN,NONE,GOLDEN GATE AV / POLK ST,16009003003071.000000000000000
-122.411674120880008,37.718754293948393,160022425,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,01/09/2016,00:02,INGLESIDE,UNFOUNDED,MANSELL ST / VISITACION AV,16002242564085.000000000000000
-122.475147755783993,37.743128628906391,160023473,VANDALISM,DAMAGE TO MAIL BOX,Saturday,01/09/2016,00:01,TARAVAL,NONE,800 Block of TARAVAL ST,16002347328030.000000000000000
-122.44415713174098,37.75478895215749,166009011,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,01/09/2016,00:01,PARK,NONE,400 Block of BURNETT AV,16600901106244.000000000000000
-122.408353417441006,37.732773484549291,160058000,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Saturday,01/09/2016,00:01,BAYVIEW,NONE,100 Block of SWEENY ST,16005800009029.000000000000000
-122.423602137138005,37.760757815225695,160022942,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,01/09/2016,00:01,MISSION,NONE,600 Block of GUERRERO ST,16002294264070.000000000000000
-122.399175863539995,37.792277416294809,160023003,WARRANTS,WARRANT ARREST,Saturday,01/09/2016,00:01,CENTRAL,"ARREST, BOOKED",100 Block of PINE ST,16002300363010.000000000000000
-122.399175863539995,37.792277416294809,160023003,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,01/09/2016,00:01,CENTRAL,"ARREST, BOOKED",100 Block of PINE ST,16002300365010.000000000000000
-122.45049238436701,37.769609451151901,160037333,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,01/09/2016,00:01,PARK,NONE,1700 Block of HAIGHT ST,16003733309320.000000000000000
-122.419105740752016,37.771985771136102,160070731,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,01/09/2016,00:01,SOUTHERN,NONE,1600 Block of MISSION ST,16007073106223.000000000000000
-122.400302421513004,37.777799229041882,160022356,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016,23:56,SOUTHERN,NONE,BRYANT ST / 5TH ST,16002235664020.000000000000000
-122.500066465450999,37.737284225118984,160029835,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/08/2016,23:45,TARAVAL,NONE,2600 Block of 42ND AV,16002983564070.000000000000000
-122.452706340321996,37.769215670589411,166007510,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,01/08/2016,23:45,PARK,NONE,1800 Block of HAIGHT ST,16600751006374.000000000000000
-122.449765218180005,37.710389082783692,166012149,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,01/08/2016,23:36,INGLESIDE,NONE,0 Block of FARRAGUT AV,16601214906224.000000000000000
-122.477018428809998,37.747650447594395,160028780,ASSAULT,BATTERY,Friday,01/08/2016,23:30,TARAVAL,NONE,2100 Block of 20TH AV,16002878004134.000000000000000
-122.397744427103007,37.729934693604385,160022328,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016,23:30,BAYVIEW,NONE,200 Block of WILLIAMS AV,16002232864020.000000000000000
-122.412999075008997,37.786277459165994,160022334,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016,23:19,TENDERLOIN,UNFOUNDED,500 Block of JONES ST,16002233464020.000000000000000
-122.42065335473599,37.75128511701908,160022312,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT WITH A GUN,Friday,01/08/2016,23:18,MISSION,NONE,1300 Block of VALENCIA ST,16002231203021.000000000000000
-122.437075560734996,37.779868000391303,166008091,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,23:15,PARK,NONE,SCOTT ST / TURK ST,16600809106244.000000000000000
-122.411071423064001,37.781751130722895,160022384,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,01/08/2016,23:15,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,16002238404013.000000000000000
-122.411071423064001,37.781751130722895,160022384,ASSAULT,BATTERY,Friday,01/08/2016,23:15,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,16002238404134.000000000000000
-122.411071423064001,37.781751130722895,160022384,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,01/08/2016,23:15,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,16002238406153.000000000000000
-122.394697591948997,37.729613518861896,160022340,ASSAULT,"CHILD, INFLICTING INJURY RESULTING IN TRAUMATIC CONDITION",Friday,01/08/2016,23:00,BAYVIEW,"ARREST, BOOKED",0 Block of WILLIAMS AV,16002234015052.000000000000000
-122.413544789400021,37.788597383962696,166010262,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,23:00,CENTRAL,NONE,JONES ST / SUTTER ST,16601026206244.000000000000000
-122.394697591948997,37.729613518861896,160022340,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,01/08/2016,23:00,BAYVIEW,"ARREST, BOOKED",0 Block of WILLIAMS AV,16002234004014.000000000000000
-122.435679786498,37.798020589582499,160022390,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,22:45,NORTHERN,NONE,FILBERT ST / FILLMORE ST,16002239006244.000000000000000
-122.411075138748004,37.773331667730083,160022265,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Friday,01/08/2016,22:32,SOUTHERN,"ARREST, BOOKED",9TH ST / RINGOLD ST,16002226505014.000000000000000
-122.41718044863498,37.761967421810191,160022362,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Friday,01/08/2016,22:30,MISSION,"ARREST, BOOKED",18TH ST / SOUTH VAN NESS AV,16002236213075.000000000000000
-122.41718044863498,37.761967421810191,160022362,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Friday,01/08/2016,22:30,MISSION,"ARREST, BOOKED",18TH ST / SOUTH VAN NESS AV,16002236219010.000000000000000
-122.412718544555005,37.788646625567203,166010115,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,01/08/2016,22:30,CENTRAL,NONE,700 Block of SUTTER ST,16601011528150.000000000000000
-122.411615075407994,37.783161410939499,160022168,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016,22:09,TENDERLOIN,UNFOUNDED,100 Block of TURK ST,16002216864020.000000000000000
-122.426955631709006,37.769247063206983,160022782,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,01/08/2016,22:00,MISSION,NONE,2000 Block of MARKET ST,16002278206222.000000000000000
-122.416259618965015,37.806186121266784,160022908,NON-CRIMINAL,LOST PROPERTY,Friday,01/08/2016,22:00,CENTRAL,NONE,500 Block of NORTHPOINT ST,16002290871000.000000000000000
-122.450329612111005,37.780631673725303,160023514,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/08/2016,22:00,RICHMOND,NONE,300 Block of ANZA ST,16002351407021.000000000000000
-122.402835528142006,37.786800902838401,160023520,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",Friday,01/08/2016,22:00,SOUTHERN,NONE,0 Block of 3RD ST,16002352010045.000000000000000
-122.402835528142006,37.786800902838401,160023520,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/08/2016,22:00,SOUTHERN,NONE,0 Block of 3RD ST,16002352064070.000000000000000
-122.435573154199005,37.760910622068081,160022287,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,01/08/2016,22:00,MISSION,"ARREST, BOOKED",4100 Block of 18TH ST,16002228715040.000000000000000
-122.414302052543988,37.781863316865994,160022196,NON-CRIMINAL,LOST PROPERTY,Friday,01/08/2016,22:00,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,16002219671000.000000000000000
-122.414302052543988,37.781863316865994,160022196,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,01/08/2016,22:00,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,16002219604138.000000000000000
-122.410699657633984,37.786988188530792,166010159,NON-CRIMINAL,LOST PROPERTY,Friday,01/08/2016,22:00,CENTRAL,NONE,400 Block of GEARY ST,16601015971000.000000000000000
-122.441349800130013,37.784104873420496,166016793,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,22:00,RICHMOND,NONE,POST ST / BRODERICK ST,16601679306244.000000000000000
-122.414302052543988,37.781863316865994,160022196,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,01/08/2016,22:00,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,16002219615200.000000000000000
-122.419919493341993,37.807640351190692,160022146,ROBBERY,"ROBBERY, BODILY FORCE",Friday,01/08/2016,21:48,CENTRAL,NONE,400 Block of JEFFERSON ST,16002214603074.000000000000000
-122.41841622089801,37.73491281497239,160022124,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,01/08/2016,21:40,INGLESIDE,"ARREST, BOOKED",300 Block of CRESCENT AV,16002212404014.000000000000000
-122.41841622089801,37.73491281497239,160022124,ASSAULT,BATTERY,Friday,01/08/2016,21:40,INGLESIDE,"ARREST, BOOKED",300 Block of CRESCENT AV,16002212404134.000000000000000
-122.41841622089801,37.73491281497239,160022124,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,01/08/2016,21:40,INGLESIDE,"ARREST, BOOKED",300 Block of CRESCENT AV,16002212415040.000000000000000
-122.509895418238997,37.772313197681399,169000703,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/08/2016,21:30,RICHMOND,NONE,800 Block of LA PLAYA ST,16900070306242.000000000000000
-122.390685243677012,37.752663118770997,160057604,NON-CRIMINAL,FOUND PROPERTY,Friday,01/08/2016,21:30,BAYVIEW,NONE,INDIANA ST / 25TH ST,16005760472000.000000000000000
-122.387316279432994,37.758002166458887,166011163,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,21:30,BAYVIEW,NONE,22ND ST / ILLINOIS ST,16601116306244.000000000000000
-122.458114979048986,37.744845928055803,160022851,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,01/08/2016,21:30,TARAVAL,NONE,100 Block of HERNANDEZ AV,16002285105083.000000000000000
-122.39036028161,37.720506459036301,160023194,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,01/08/2016,21:30,BAYVIEW,NONE,1100 Block of FITZGERALD AV,16002319405041.000000000000000
-122.426865590130006,37.787861278833894,166008643,NON-CRIMINAL,LOST PROPERTY,Friday,01/08/2016,21:30,NORTHERN,NONE,OCTAVIA ST / BUSH ST,16600864371000.000000000000000
-122.474683319876007,37.775794338257697,160022102,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,01/08/2016,21:20,RICHMOND,NONE,600 Block of 16TH AV,16002210215200.000000000000000
-122.474683319876007,37.775794338257697,160022102,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,01/08/2016,21:20,RICHMOND,NONE,600 Block of 16TH AV,16002210215040.000000000000000
-122.435312601584016,37.779864792849196,160022099,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016,21:20,PARK,NONE,1000 Block of PIERCE ST,16002209964020.000000000000000
-122.419676616150014,37.7658510977435,160022083,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,01/08/2016,21:19,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,16002208362050.000000000000000
-122.393622739343002,37.783079119147096,160022180,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,21:15,SOUTHERN,NONE,2ND ST / BRYANT ST,16002218006244.000000000000000
-122.423156806774003,37.790208825565202,160022237,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,21:15,NORTHERN,NONE,1700 Block of CALIFORNIA ST,16002223706244.000000000000000
-122.453725754435013,37.744220916242398,160022077,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/08/2016,21:10,INGLESIDE,NONE,700 Block of PORTOLA DR,16002207706362.000000000000000
-122.405659339176012,37.792485600329897,160022209,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/08/2016,21:03,CENTRAL,NONE,CALIFORNIA ST / QUINCY ST,16002220906243.000000000000000
-122.472279908250997,37.714694467633393,160023279,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,01/08/2016,21:00,TARAVAL,NONE,0 Block of FONT BL,16002327928160.000000000000000
-122.476506291979007,37.716116095303498,166007297,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,01/08/2016,21:00,TARAVAL,NONE,300 Block of GONZALEZ DR,16600729706224.000000000000000
-122.418658294829001,37.788909839942093,166008132,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,21:00,NORTHERN,NONE,LARKIN ST / BUSH ST,16600813206244.000000000000000
-122.48189297588398,37.786329586056986,166007968,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,21:00,RICHMOND,NONE,0 Block of 22ND AV,16600796806244.000000000000000
-122.436076649741011,37.767244628051401,160028235,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/08/2016,21:00,PARK,NONE,1000 Block of 14TH ST,16002823506242.000000000000000
-122.408431861056982,37.788777271915293,166010074,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,01/08/2016,20:45,CENTRAL,NONE,400 Block of POWELL ST,16601007406374.000000000000000
-122.415280831396998,37.770232446173694,166011599,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,20:30,SOUTHERN,NONE,1600 Block of FOLSOM ST,16601159906244.000000000000000
-122.421624611377013,37.735905811844688,160022986,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/08/2016,20:30,INGLESIDE,NONE,200 Block of RICHLAND AV,16002298607021.000000000000000
-122.426955631709006,37.769247063206983,160022130,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/08/2016,20:30,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,16002213006362.000000000000000
-122.429628791653002,37.793098405582903,160025952,VEHICLE THEFT,STOLEN TRUCK,Friday,01/08/2016,20:15,NORTHERN,NONE,LAGUNA ST / JACKSON ST,16002595207025.000000000000000
-122.422501238508005,37.799227873704496,166007413,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,20:15,NORTHERN,NONE,2400 Block of POLK ST,16600741306244.000000000000000
-122.422501238508005,37.799227873704496,166021134,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,20:15,NORTHERN,NONE,2400 Block of POLK ST,16602113406244.000000000000000
-122.409256096494019,37.788239899777999,166010121,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,20:00,CENTRAL,NONE,400 Block of POST ST,16601012106244.000000000000000
-122.445346786600012,37.770208195917185,160021966,ASSAULT,BATTERY,Friday,01/08/2016,20:00,PARK,NONE,MASONIC AV / HAIGHT ST,16002196604134.000000000000000
-122.41758714501799,37.7272916417622,160023376,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,01/08/2016,20:00,BAYVIEW,NONE,100 Block of YALE ST,16002337605043.000000000000000
-122.402027706948019,37.786248345662891,166013216,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,20:00,SOUTHERN,NONE,3RD ST / MISSION ST,16601321606244.000000000000000
-122.493533876963014,37.737598162326208,166007269,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,01/08/2016,20:00,TARAVAL,NONE,2600 Block of 36TH AV,16600726906372.000000000000000
-122.464279879446011,37.780033299100602,160042978,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/08/2016,20:00,RICHMOND,NONE,400 Block of 6TH AV,16004297864070.000000000000000
-122.443649925124021,37.770425725524291,160021938,VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION",Friday,01/08/2016,19:55,PARK,"ARREST, BOOKED",HAIGHT ST / CENTRAL AV,16002193828166.000000000000000
-122.443649925124021,37.770425725524291,160021938,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,01/08/2016,19:55,PARK,"ARREST, BOOKED",HAIGHT ST / CENTRAL AV,16002193828165.000000000000000
-122.418137290501008,37.749041309363292,160021897,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,01/08/2016,19:50,MISSION,NONE,26TH ST / MISSION ST,16002189728160.000000000000000
-122.388190455114,37.784773176059595,160021875,ASSAULT,BATTERY,Friday,01/08/2016,19:42,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / BRANNAN ST,16002187504134.000000000000000
-122.388190455114,37.784773176059595,160021875,SECONDARY CODES,PREJUDICE-BASED INCIDENT,Friday,01/08/2016,19:42,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / BRANNAN ST,16002187515300.000000000000000
-122.400865930538018,37.797652966929391,166010068,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:35,CENTRAL,NONE,PACIFIC AV / BATTERY ST,16601006806244.000000000000000
-122.411279189968994,37.771578576504304,166013200,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,01/08/2016,19:30,SOUTHERN,NONE,10TH ST / HARRISON ST,16601320006224.000000000000000
-122.474170989826007,37.716656972434208,160026427,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:30,TARAVAL,NONE,100 Block of CAMBON DR,16002642706241.000000000000000
-122.417802962628002,37.756282223657401,160026063,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,01/08/2016,19:30,MISSION,NONE,600 Block of CAPP ST,16002606303014.000000000000000
-122.411279189968994,37.771578576504304,160022011,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:30,SOUTHERN,NONE,10TH ST / HARRISON ST,16002201106244.000000000000000
-122.415185289736002,37.738933929025102,166009419,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:30,INGLESIDE,NONE,ANDERSON ST / CORTLAND AV,16600941906244.000000000000000
-122.402043557609005,37.797187463337792,160034527,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,01/08/2016,19:30,CENTRAL,NONE,700 Block of SANSOME ST,16003452705071.000000000000000
-122.478191939982011,37.763513882739588,160022033,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:30,TARAVAL,NONE,20TH AV / IRVING ST,16002203306244.000000000000000
-122.374019331832983,37.729203356538989,160026568,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:30,BAYVIEW,NONE,700 Block of KIRKWOOD AV,16002656806241.000000000000000
-122.423951507750004,37.738843307669988,160021847,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/08/2016,19:28,INGLESIDE,"ARREST, BOOKED",MISSION ST / APPLETON AV,16002184765016.000000000000000
-122.423951507750004,37.738843307669988,160021847,DRIVING UNDER THE INFLUENCE,"DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL, W/INJURY",Friday,01/08/2016,19:28,INGLESIDE,"ARREST, BOOKED",MISSION ST / APPLETON AV,16002184765056.000000000000000
-122.423951507750004,37.738843307669988,160021847,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Friday,01/08/2016,19:28,INGLESIDE,"ARREST, BOOKED",MISSION ST / APPLETON AV,16002184768069.000000000000000
-122.464279879446011,37.780033299100602,160021803,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Friday,01/08/2016,19:20,RICHMOND,NONE,400 Block of 6TH AV,16002180351041.000000000000000
-122.406036710593995,37.744076182479297,160022174,VEHICLE THEFT,STOLEN TRUCK,Friday,01/08/2016,19:20,INGLESIDE,NONE,HOLLADAY AV / FAITH ST,16002217407025.000000000000000
-122.453534560660003,37.769166297805199,160021825,ASSAULT,BATTERY,Friday,01/08/2016,19:20,PARK,NONE,HAIGHT ST / STANYAN ST,16002182504134.000000000000000
-122.421260388530996,37.776384219170893,166012917,NON-CRIMINAL,LOST PROPERTY,Friday,01/08/2016,19:05,NORTHERN,NONE,200 Block of FRANKLIN ST,16601291771000.000000000000000
-122.382247020863019,37.734502515170796,160052682,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,01/08/2016,19:00,BAYVIEW,NONE,0 Block of ARDATH CT,16005268228160.000000000000000
-122.419071200759007,37.774047662206989,160022823,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,01/08/2016,19:00,SOUTHERN,NONE,0 Block of SOUTH VAN NESS AV,16002282328100.000000000000000
-122.429058209532002,37.739528877078598,166007548,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:00,INGLESIDE,NONE,100 Block of LAIDLEY ST,16600754806244.000000000000000
-122.463491380820003,37.785929202501293,166007974,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:00,RICHMOND,NONE,100 Block of 5TH AV,16600797406244.000000000000000
-122.419456894392994,37.776861718671789,160043829,NON-CRIMINAL,LOST PROPERTY,Friday,01/08/2016,19:00,NORTHERN,NONE,100 Block of VANNESS AV,16004382971000.000000000000000
-122.437850882557981,37.783717433380296,160022027,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:00,PARK,NONE,GEARY BL / SCOTT ST,16002202706244.000000000000000
-122.404366570223999,37.788383018362694,160028188,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,01/08/2016,19:00,CENTRAL,NONE,0 Block of MAIDEN LN,16002818805073.000000000000000
-122.397141036763998,37.797243233462595,166010137,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,01/08/2016,19:00,CENTRAL,NONE,DRUMM ST / JACKSON ST,16601013706224.000000000000000
-122.423545232042017,37.779672005548001,160023081,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:00,NORTHERN,NONE,MCALLISTER ST / GOUGH ST,16002308106244.000000000000000
-122.409652663162007,37.796491453160392,160022005,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016,19:00,CENTRAL,NONE,800 Block of PACIFIC AV,16002200564020.000000000000000
